episode,episode_reward,rolling_reward,rolling_win_rate
178,0.37750000000000006,0.08300000000000005,0.62
179,-0.72,0.05160000000000005,0.6
180,0.6025000000000001,0.07805000000000004,0.62
181,0.9025,0.08480000000000004,0.62
182,-0.72,0.08480000000000004,0.62
183,0.37750000000000006,0.09005000000000005,0.62
184,0.8650000000000001,0.12175000000000004,0.64
185,0.535,0.14685000000000004,0.66
186,0.8650000000000001,0.15420000000000006,0.66
187,0.655,0.15975000000000006,0.66
188,0.3400000000000001,0.15900000000000003,0.66
189,-0.8575,0.15625000000000003,0.66
190,0.11500000000000006,0.17295000000000005,0.68
191,-0.72,0.17295000000000005,0.68
192,-0.72,0.15100000000000005,0.66
193,0.64,0.17820000000000003,0.68
194,-0.72,0.16785000000000003,0.68
195,0.5650000000000001,0.18635000000000004,0.7
196,0.8650000000000001,0.18560000000000007,0.7
197,0.8650000000000001,0.21730000000000005,0.72
198,0.9025,0.22330000000000005,0.72
199,0.9025,0.23455000000000006,0.72
200,-0.8575,0.23180000000000003,0.72
201,-0.5175000000000001,0.22820000000000004,0.72
202,-0.72,0.22820000000000004,0.72
203,0.37750000000000006,0.22895000000000004,0.72
204,-0.72,0.20775000000000005,0.7
205,0.64,0.20850000000000005,0.7
206,-0.72,0.18130000000000002,0.68
207,0.8650000000000001,0.19180000000000003,0.68
208,0.9025,0.20230000000000004,0.68
209,0.8650000000000001,0.20755,0.68
210,0.5650000000000001,0.20185000000000003,0.68
211,0.6025000000000001,0.20110000000000003,0.68
212,-0.72,0.17990000000000006,0.66
213,0.6025000000000001,0.20635000000000006,0.68
214,0.1525000000000001,0.22380000000000003,0.7
215,0.37750000000000006,0.21330000000000005,0.7
216,-0.21833333333333338,0.19808333333333336,0.68
217,0.11500000000000006,0.18308333333333338,0.68
218,0.8650000000000001,0.19283333333333338,0.68
219,0.9025,0.19358333333333338,0.68
220,0.8650000000000001,0.22528333333333336,0.7
221,0.6025000000000001,0.25173333333333336,0.72
222,0.8650000000000001,0.2622333333333334,0.72
223,0.5650000000000001,0.2879333333333334,0.74
224,0.9025,0.2984333333333334,0.74
225,-0.72,0.27648333333333336,0.72
226,0.6025000000000001,0.2772333333333334,0.72
227,0.5650000000000001,0.2704833333333334,0.72
228,0.3400000000000001,0.2697333333333334,0.72
229,0.1525000000000001,0.28718333333333335,0.74
230,0.5650000000000001,0.2864333333333334,0.74
231,0.5650000000000001,0.2796833333333334,0.74
232,0.37750000000000006,0.30163333333333336,0.76
233,-0.72,0.2796833333333334,0.74
234,0.5650000000000001,0.2736833333333334,0.74
235,0.8650000000000001,0.2802833333333334,0.74
236,-0.36,0.25578333333333336,0.72
237,0.37750000000000006,0.25023333333333336,0.72
238,0.3400000000000001,0.25023333333333336,0.72
239,0.3400000000000001,0.2741833333333334,0.74
240,0.5650000000000001,0.2831833333333334,0.74
241,-0.72,0.2831833333333334,0.74
242,-0.72,0.2831833333333334,0.74
243,-0.72,0.2559833333333334,0.72
244,0.6175,0.2827333333333334,0.74
245,-0.72,0.2570333333333334,0.72
246,-0.9724999999999999,0.2202833333333334,0.7
247,0.6025000000000001,0.21503333333333338,0.7
248,0.6025000000000001,0.2090333333333334,0.7
249,-0.72,0.1765833333333334,0.68
250,0.3400000000000001,0.20053333333333337,0.7
251,-0.72,0.1964833333333334,0.7
252,0.6025000000000001,0.2229333333333334,0.72
253,-0.72,0.2009833333333334,0.7
254,0.5650000000000001,0.2266833333333334,0.72
255,0.9025,0.23193333333333338,0.72
256,0.9025,0.2643833333333334,0.74
257,-0.72,0.23268333333333338,0.72
258,0.8650000000000001,0.23193333333333338,0.72
259,0.9025,0.23268333333333338,0.72
260,-0.72,0.20698333333333338,0.7
261,0.5650000000000001,0.20623333333333338,0.7
262,0.5650000000000001,0.23193333333333338,0.72
263,-0.72,0.20548333333333338,0.7
264,0.85,0.2194333333333334,0.7
265,0.5650000000000001,0.2231833333333334,0.7
266,0.37750000000000006,0.23510000000000006,0.72
267,0.64,0.24560000000000007,0.72
268,0.37750000000000006,0.23585000000000003,0.72
269,-0.72,0.20340000000000008,0.7
270,-0.31499999999999995,0.17980000000000004,0.68
271,-0.72,0.15335000000000004,0.66
272,0.6025000000000001,0.14810000000000006,0.66
273,-0.72,0.12240000000000005,0.64
274,0.3400000000000001,0.11115000000000005,0.64
275,0.5650000000000001,0.13685000000000005,0.66
276,0.6025000000000001,0.13685000000000005,0.66
277,0.13000000000000006,0.12815000000000004,0.66
278,0.64,0.13415000000000005,0.66
279,0.64,0.14390000000000006,0.66
280,-0.72,0.11820000000000006,0.64
281,0.5650000000000001,0.11820000000000006,0.64
282,0.5650000000000001,0.12195000000000006,0.64
283,0.37750000000000006,0.14390000000000006,0.66
284,0.3400000000000001,0.13940000000000005,0.66
285,0.6775000000000001,0.13565000000000005,0.66
286,0.6025000000000001,0.15490000000000007,0.68
287,0.3400000000000001,0.15415000000000006,0.68
288,-0.72,0.13295000000000004,0.66
289,0.3400000000000001,0.13295000000000004,0.66
290,0.8425,0.13850000000000004,0.66
291,0.9025,0.17095000000000005,0.68
292,0.5650000000000001,0.19665000000000007,0.7
293,-0.72,0.19665000000000007,0.7
294,0.7066666666666667,0.19843333333333338,0.7
295,-0.72,0.19843333333333338,0.7
296,0.5650000000000001,0.2291833333333334,0.72
297,-0.72,0.20273333333333338,0.7
298,-0.3375,0.1839333333333334,0.68
299,-0.72,0.1839333333333334,0.68
300,-0.9724999999999999,0.15768333333333337,0.66
301,-0.72,0.15768333333333337,0.66
302,-0.5333333333333334,0.1349666666666667,0.64
303,0.1525000000000001,0.1524166666666667,0.66
304,-0.72,0.1267166666666667,0.64
305,0.6025000000000001,0.12071666666666671,0.64
306,0.6025000000000001,0.11471666666666672,0.64
307,0.5650000000000001,0.14041666666666672,0.66
308,0.5650000000000001,0.1344166666666667,0.66
309,0.6025000000000001,0.12841666666666673,0.66
310,-0.72,0.12841666666666673,0.66
311,0.5650000000000001,0.12841666666666673,0.66
312,0.11500000000000006,0.11941666666666671,0.66
313,0.5650000000000001,0.14511666666666673,0.68
314,0.9025,0.14616666666666672,0.68
315,-0.31499999999999995,0.12856666666666672,0.66
316,0.3400000000000001,0.12781666666666672,0.66
317,0.64,0.12781666666666672,0.66
318,0.37750000000000006,0.12781666666666672,0.66
319,0.3400000000000001,0.14901666666666671,0.68
320,0.85,0.17231666666666673,0.7
321,0.3400000000000001,0.19351666666666673,0.72
322,0.9025,0.1995166666666667,0.72
323,0.3400000000000001,0.22071666666666673,0.74
324,0.5650000000000001,0.22521666666666673,0.74
325,-0.72,0.1995166666666667,0.72
326,0.9025,0.20551666666666674,0.72
327,0.3400000000000001,0.20971666666666672,0.72
328,0.6025000000000001,0.20896666666666672,0.72
329,0.64,0.20896666666666672,0.72
330,0.9025,0.24141666666666672,0.74
331,0.37750000000000006,0.23766666666666672,0.74
332,0.5650000000000001,0.23766666666666672,0.74
333,0.8650000000000001,0.2474166666666667,0.74
334,0.3400000000000001,0.2474166666666667,0.74
335,0.37750000000000006,0.24141666666666672,0.74
336,0.37750000000000006,0.2369166666666667,0.74
337,-0.72,0.21571666666666672,0.72
338,0.8650000000000001,0.2474166666666667,0.74
339,-0.72,0.2262166666666667,0.72
340,0.64,0.22216666666666673,0.72
341,0.6025000000000001,0.2161666666666667,0.72
342,-0.72,0.1904666666666667,0.7
343,-0.72,0.1904666666666667,0.7
344,0.5650000000000001,0.1876333333333334,0.7
345,0.9025,0.22008333333333335,0.72
346,-0.3375,0.20203333333333337,0.7
347,-0.72,0.20203333333333337,0.7
348,0.5650000000000001,0.22008333333333335,0.72
349,0.6025000000000001,0.24653333333333338,0.74
350,0.8650000000000001,0.2832833333333334,0.76
351,0.5650000000000001,0.3089833333333334,0.78
352,0.5425,0.3305,0.8
353,0.9025,0.34550000000000003,0.8
354,0.11500000000000006,0.3622000000000001,0.82
355,0.37750000000000006,0.3577,0.82
356,0.5650000000000001,0.3569500000000001,0.82
357,0.37750000000000006,0.35320000000000007,0.82
358,0.3400000000000001,0.34870000000000007,0.82
359,-0.72,0.32225000000000004,0.8
360,0.8650000000000001,0.35395000000000004,0.82
361,0.1525000000000001,0.34570000000000006,0.82
362,0.8650000000000001,0.3607000000000001,0.82
363,0.3400000000000001,0.35620000000000007,0.82
364,0.64,0.35095000000000004,0.82
365,0.6025000000000001,0.3693000000000001,0.84
366,0.37750000000000006,0.37005000000000005,0.84
367,0.5650000000000001,0.36855000000000004,0.84
368,0.6025000000000001,0.37305000000000005,0.84
369,-0.72,0.35185,0.82
370,-0.72,0.32045000000000007,0.8
371,-0.72,0.29925,0.78
372,-0.72,0.2668000000000001,0.76
373,0.37750000000000006,0.26755000000000007,0.76
374,0.6025000000000001,0.26830000000000004,0.76
375,0.37750000000000006,0.29025000000000006,0.78
376,0.9025,0.29025000000000006,0.78
377,0.37750000000000006,0.29100000000000004,0.78
378,0.3400000000000001,0.28575000000000006,0.78
379,-0.72,0.25855000000000006,0.76
380,-0.72,0.22610000000000008,0.74
381,-0.72,0.20415000000000005,0.72
382,0.3400000000000001,0.19965000000000008,0.72
383,0.1525000000000001,0.18540000000000006,0.72
384,0.5650000000000001,0.18990000000000007,0.72
385,0.6025000000000001,0.19440000000000004,0.72
386,0.6025000000000001,0.19890000000000008,0.72
387,0.3400000000000001,0.22010000000000005,0.74
388,0.6025000000000001,0.21485000000000007,0.74
389,0.11500000000000006,0.23155000000000003,0.76
390,-0.72,0.20435000000000006,0.74
391,0.5650000000000001,0.20360000000000006,0.74
392,-0.72,0.20360000000000006,0.74
393,0.9025,0.23605000000000007,0.76
394,0.11500000000000006,0.22705000000000006,0.76
395,0.1525000000000001,0.21205000000000004,0.76
396,0.3400000000000001,0.22560000000000005,0.78
397,0.5650000000000001,0.2513000000000001,0.8
398,0.3400000000000001,0.24680000000000007,0.8
399,-0.72,0.22035000000000007,0.78
400,0.6025000000000001,0.21510000000000004,0.78
401,0.9025,0.22185000000000005,0.78
402,-0.72,0.19660000000000008,0.76
403,0.8650000000000001,0.19585000000000008,0.76
404,0.9025,0.21160000000000007,0.76
405,0.6025000000000001,0.21610000000000007,0.76
406,0.9025,0.22285000000000008,0.76
407,0.5650000000000001,0.22660000000000008,0.76
408,0.9025,0.23785000000000006,0.76
409,-0.72,0.23785000000000006,0.76
410,0.37750000000000006,0.22810000000000005,0.76
411,0.85,0.24205000000000004,0.76
412,0.6025000000000001,0.23680000000000007,0.76
413,0.64,0.24280000000000004,0.76
414,0.5650000000000001,0.24130000000000007,0.76
415,0.3400000000000001,0.23605000000000004,0.76
416,-0.72,0.21410000000000007,0.74
417,0.11500000000000006,0.20510000000000006,0.74
418,0.31750000000000006,0.19940000000000005,0.74
419,-0.72,0.19940000000000005,0.74
420,0.37750000000000006,0.22135000000000005,0.76
421,0.37750000000000006,0.24330000000000004,0.78
422,0.5650000000000001,0.2690000000000001,0.8
423,0.37750000000000006,0.2690000000000001,0.8
424,-0.72,0.24255000000000007,0.78
425,0.37750000000000006,0.24255000000000007,0.78
426,0.9025,0.24255000000000007,0.78
427,0.11500000000000006,0.23730000000000004,0.78
428,0.6025000000000001,0.24255000000000007,0.78
429,0.6025000000000001,0.2690000000000001,0.8
430,0.6025000000000001,0.29545000000000005,0.82
431,0.37750000000000006,0.31740000000000007,0.84
432,0.8650000000000001,0.3279000000000001,0.84
433,0.5650000000000001,0.3361500000000001,0.84
434,-0.72,0.31045000000000006,0.82
435,-0.72,0.28400000000000003,0.8
436,0.6025000000000001,0.28400000000000003,0.8
437,0.37750000000000006,0.28475000000000006,0.8
438,0.9025,0.29075000000000006,0.8
439,0.3400000000000001,0.29525000000000007,0.8
440,0.9025,0.32770000000000005,0.82
441,0.37750000000000006,0.32395,0.82
442,0.37750000000000006,0.34590000000000004,0.84
443,0.64,0.34065000000000006,0.84
444,0.9025,0.35640000000000005,0.84
445,0.9025,0.37140000000000006,0.84
446,0.6025000000000001,0.37665000000000004,0.84
447,-0.72,0.35095000000000004,0.82
448,0.9025,0.3622000000000001,0.82
449,0.1525000000000001,0.37965000000000004,0.84
450,0.3400000000000001,0.37440000000000007,0.84
451,-0.72,0.3419500000000001,0.82
452,0.3400000000000001,0.36315000000000003,0.84
453,0.9025,0.36390000000000006,0.84
454,-0.21833333333333338,0.3414833333333334,0.82
455,0.3400000000000001,0.33623333333333333,0.82
456,0.8650000000000001,0.3354833333333334,0.82
457,-0.72,0.3097833333333334,0.8
458,0.8650000000000001,0.3090333333333334,0.8
459,0.9025,0.3414833333333334,0.82
460,0.37750000000000006,0.3414833333333334,0.82
461,0.3400000000000001,0.3312833333333334,0.82
462,-0.72,0.3048333333333334,0.8
463,-0.72,0.2776333333333334,0.78
464,0.6025000000000001,0.27838333333333337,0.78
465,-0.72,0.2571833333333334,0.76
466,-0.72,0.2571833333333334,0.76
467,-0.72,0.24048333333333338,0.74
468,-0.72,0.2197333333333334,0.72
469,0.6025000000000001,0.2461833333333334,0.74
470,0.6775000000000001,0.25218333333333337,0.74
471,-0.72,0.23023333333333337,0.72
472,0.9025,0.23698333333333338,0.72
473,-0.72,0.21503333333333338,0.7
474,0.3400000000000001,0.23623333333333338,0.72
475,0.6025000000000001,0.24073333333333338,0.72
476,0.8650000000000001,0.23998333333333338,0.72
477,0.6025000000000001,0.2497333333333334,0.72
478,-0.72,0.2232833333333334,0.7
479,0.37750000000000006,0.21878333333333339,0.7
480,0.6025000000000001,0.21878333333333339,0.7
481,-0.72,0.19683333333333336,0.68
482,0.6025000000000001,0.19158333333333338,0.68
483,-0.72,0.16588333333333338,0.66
484,0.8650000000000001,0.1975833333333334,0.68
485,0.37750000000000006,0.2195333333333334,0.7
486,0.3400000000000001,0.21428333333333338,0.7
487,-0.72,0.19233333333333338,0.68
488,0.7066666666666667,0.18841666666666673,0.68
489,-0.72,0.1672166666666667,0.66
490,0.7066666666666667,0.16330000000000006,0.66
491,0.1525000000000001,0.15880000000000005,0.66
492,-0.3758333333333334,0.14373333333333338,0.64
493,-0.72,0.11653333333333338,0.62
494,0.8650000000000001,0.11578333333333339,0.62
495,-0.72,0.0833333333333334,0.6
496,-0.72,0.05688333333333339,0.58
497,0.9025,0.08933333333333339,0.6
498,0.5650000000000001,0.08258333333333338,0.6
499,-0.72,0.06513333333333338,0.58
500,0.3400000000000001,0.06513333333333338,0.58
501,0.3400000000000001,0.08633333333333339,0.6
502,-0.0675,0.07818333333333338,0.58
503,-0.72,0.04573333333333338,0.56
504,0.5650000000000001,0.06140000000000005,0.58
505,0.6775000000000001,0.06815000000000006,0.58
506,0.6775000000000001,0.06440000000000005,0.58
507,0.37750000000000006,0.08635000000000005,0.6
508,-0.72,0.05465000000000005,0.58
509,0.9025,0.05465000000000005,0.58
510,0.3400000000000001,0.05390000000000005,0.58
511,0.3400000000000001,0.05390000000000005,0.58
512,0.9025,0.08635000000000005,0.6
513,0.9025,0.11880000000000004,0.62
514,0.64,0.11955000000000006,0.62
515,0.3400000000000001,0.14075000000000004,0.64
516,-0.72,0.14075000000000004,0.64
517,0.9025,0.17320000000000005,0.66
518,0.3400000000000001,0.19440000000000004,0.68
519,0.5650000000000001,0.19365000000000004,0.68
520,-0.72,0.16570000000000004,0.66
521,-0.72,0.16570000000000004,0.66
522,0.5650000000000001,0.15895000000000004,0.66
523,0.9025,0.19140000000000004,0.68
524,0.37750000000000006,0.19215000000000004,0.68
525,0.5650000000000001,0.19140000000000004,0.68
526,-0.72,0.15970000000000004,0.66
527,-0.72,0.13325000000000004,0.64
528,0.6025000000000001,0.15970000000000004,0.66
529,-0.72,0.13775000000000004,0.64
530,0.64,0.13850000000000004,0.64
531,0.3400000000000001,0.15970000000000004,0.66
532,0.8650000000000001,0.16495000000000004,0.66
533,0.6025000000000001,0.19140000000000004,0.68
534,0.1525000000000001,0.17715000000000003,0.68
535,0.11500000000000006,0.17190000000000005,0.68
536,-0.72,0.15070000000000003,0.66
537,0.6025000000000001,0.17715000000000003,0.68
538,0.3400000000000001,0.16981666666666673,0.68
539,0.3400000000000001,0.1910166666666667,0.7
540,-0.72,0.1624833333333334,0.68
541,0.8650000000000001,0.17673333333333338,0.68
542,0.64,0.19705000000000006,0.7
543,0.6025000000000001,0.22350000000000006,0.72
544,-0.72,0.19180000000000003,0.7
545,0.5650000000000001,0.21750000000000003,0.72
546,0.9025,0.24995000000000003,0.74
547,0.64,0.24470000000000006,0.74
548,0.6025000000000001,0.24545000000000006,0.74
549,0.5650000000000001,0.27115000000000006,0.76
550,0.8650000000000001,0.28165000000000007,0.76
551,-0.72,0.26045000000000007,0.74
552,0.6025000000000001,0.27385000000000004,0.76
553,0.6025000000000001,0.30030000000000007,0.78
554,-0.72,0.27460000000000007,0.76
555,0.9025,0.2791,0.76
556,0.37750000000000006,0.27310000000000006,0.76
557,0.6025000000000001,0.27760000000000007,0.76
558,-0.72,0.27760000000000007,0.76
559,-0.72,0.24515000000000003,0.74
560,-0.72,0.22395000000000007,0.72
561,0.3400000000000001,0.22395000000000007,0.72
562,-0.72,0.19150000000000006,0.7
563,0.5650000000000001,0.18475000000000005,0.7
564,0.37750000000000006,0.17950000000000008,0.7
565,0.5650000000000001,0.18400000000000005,0.7
566,0.64,0.21120000000000005,0.72
567,0.5650000000000001,0.20445000000000008,0.72
568,0.64,0.21045000000000005,0.72
569,-0.35333333333333333,0.19208333333333338,0.7
570,0.9025,0.2245333333333334,0.72
571,0.8650000000000001,0.25623333333333337,0.74
572,0.6025000000000001,0.2569833333333334,0.74
573,-0.72,0.2245333333333334,0.72
574,0.6025000000000001,0.2290333333333334,0.72
575,0.5650000000000001,0.2290333333333334,0.72
576,0.3400000000000001,0.2502333333333334,0.74
577,0.37750000000000006,0.2721833333333334,0.76
578,0.8650000000000001,0.2774333333333334,0.76
579,0.6025000000000001,0.3038833333333334,0.78
580,0.9025,0.3091333333333334,0.78
581,0.6775000000000001,0.3158833333333334,0.78
582,-0.72,0.2841833333333334,0.76
583,0.3400000000000001,0.27893333333333337,0.76
584,0.8650000000000001,0.2931833333333334,0.76
585,0.37750000000000006,0.2984333333333334,0.76
586,0.1525000000000001,0.3158833333333334,0.78
587,-0.72,0.2894333333333334,0.76
588,0.8650000000000001,0.2999333333333334,0.76
589,0.37750000000000006,0.3006833333333334,0.76
590,0.6025000000000001,0.3271333333333334,0.78
591,-0.72,0.2954333333333334,0.76
592,-0.72,0.26823333333333343,0.74
593,-0.72,0.24178333333333338,0.72
594,0.11500000000000006,0.2584833333333334,0.74
595,0.8650000000000001,0.2644833333333334,0.74
596,0.6775000000000001,0.2599833333333334,0.74
597,0.3400000000000001,0.2539833333333334,0.74
598,0.6025000000000001,0.2539833333333334,0.74
599,0.5650000000000001,0.2539833333333334,0.74
600,-0.72,0.2222833333333334,0.72
601,0.11500000000000006,0.2389833333333334,0.74
602,0.3400000000000001,0.23373333333333338,0.74
603,0.6025000000000001,0.23373333333333338,0.74
604,0.64,0.2609333333333334,0.76
605,0.37750000000000006,0.2504333333333334,0.76
606,0.3400000000000001,0.2496833333333334,0.76
607,0.6025000000000001,0.2496833333333334,0.76
608,0.9025,0.2821333333333334,0.78
609,0.5650000000000001,0.3078333333333334,0.8
610,-0.72,0.3078333333333334,0.8
611,-0.72,0.2866333333333334,0.78
612,0.6025000000000001,0.3130833333333334,0.8
613,0.37750000000000006,0.3093333333333334,0.8
614,0.6025000000000001,0.3138333333333334,0.8
615,-0.72,0.2881333333333334,0.78
616,0.6025000000000001,0.2873833333333334,0.78
617,0.3400000000000001,0.28288333333333343,0.78
